product_id,product_title,us_asin,current_us_url,articles,amazon_in_asin,amazon_in_title,amazon_in_url,mapping_status,verification_status,duplicate_count
PROD_019,Check Price &amp; Availability on Amazon,B0F4KHZS6T,https://www.amazon.com/dp/B0F4KHZS6T?tag=elevateliv00e-20,7-dark-bookshelf-styling-ideas.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,2
PROD_020,Check Price &amp; Availability on Amazon,1607103133,https://www.amazon.com/dp/1607103133?tag=elevateliv00e-20,7-dark-bookshelf-styling-ideas.html,1607103133,Classic Leatherbound Journal / Classic Book,https://www.amazon.in/dp/1607103133,EXACT_MATCH,VERIFIED,2
PROD_021,GET THE RUG NOW →,B09VCKQDM8,https://www.amazon.com/MontVoo-Outdoor-Waterproof-Reversible-Clearance-Geometric/dp/B09VCKQDM8?th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=037ecd29ba406dd22d9188682eef729f&language=en_US&ref_=as_li_ss_tl,best-waterproof-outdoor-rug-patio-under-50.html; cheap-patio-setup-under-50.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,12
PROD_022,PRODUCT_CTA_LINK,B09YCTM6DR,https://www.amazon.com/GENIMO-Outdoor-Reversible-Waterproof-Clearance/dp/B09YCTM6DR?th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=f28d69b5a255a8fa424e5e27477a3af7&language=en_US&ref_=as_li_ss_tl,best-waterproof-outdoor-rug-patio-under-50.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,3
PROD_023,PRODUCT_CTA_LINK,B0DWFRZ5VJ,https://www.amazon.com/RUUGME-Vintage-6round-Rug-Washable/dp/B0DWFRZ5VJ?tag=elevateliv00e-20,best-waterproof-outdoor-rug-patio-under-50.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,2
PROD_024,PRODUCT_CTA_LINK,B092VC7VK2,https://www.amazon.com/dp/B092VC7VK2?th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=2643133ccd4faa542aafdee5e939d65e&language=en_US&ref_=as_li_ss_tl,best-waterproof-outdoor-rug-patio-under-50.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,2
PROD_025,PRODUCT_CTA_LINK,B07BYCHMVY,https://www.amazon.com/Home-Techpro-Non-Slip-Washable-Materials/dp/B07BYCHMVY?th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=fecd82c684bd70e67412321e61b63930&language=en_US&ref_=as_li_ss_tl,best-waterproof-outdoor-rug-patio-under-50.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,2
PROD_026,PRODUCT_CTA_LINK,B08NPTLKQ3,https://www.amazon.com/Stainless-Decorative-Tray-Long-Gold/dp/B08NPTLKQ3?th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=55475b5c7670124c5733fe89f97a8789&language=en_US&ref_=as_li_ss_tl,best-waterproof-outdoor-rug-patio-under-50.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,2
PROD_027,PRODUCT_CTA_LINK,B07TTGRDL4,https://www.amazon.com/DearHouse-Artificial-Privacy-94-5x39-4in-Decoration/dp/B07TTGRDL4?th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=40bf3f2cc683f98055a3c02ae5458602&language=en_US&ref_=as_li_ss_tl,best-waterproof-outdoor-rug-patio-under-50.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,2
PROD_028,View on Amazon,B08PN3XD6D,https://www.amazon.com/dp/B08PN3XD6D?niid=nl_cl_lst_a_2_1&nrid=PRYXXT9CVV4G7NHD3DW7&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=7d0e692fa4495bc94ae72f0e61114a7f&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_029,View on Amazon,141979079X,https://www.amazon.com/dp/141979079X?niid=nl_cl_lst_a_2_2&nrid=PRYXXT9CVV4G7NHD3DW7&linkCode=ll2&tag=elevateliv00e-20&linkId=ffd46c8ea5149681fcba11ca1f6ad634&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,141979079X,Pacific Natural At Home - Jenni Kayne Hardcover Book,https://www.amazon.in/dp/141979079X,EXACT_MATCH,VERIFIED,1
PROD_030,View on Amazon,B07R21HCMT,https://www.amazon.com/dp/B07R21HCMT?niid=nl_cl_lst_a_2_3&nrid=PRYXXT9CVV4G7NHD3DW7&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=22defc68c4a2052ffdda2ceb448bdd1e&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_031,View on Amazon,B0CF9LKFY9,https://www.amazon.com/dp/B0CF9LKFY9?niid=nl_cl_lst_a_2_4&nrid=PRYXXT9CVV4G7NHD3DW7&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=35bdd93deacef2cd2dd01d618279d62d&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_032,View on Amazon,B00429KMH6,https://www.amazon.com/dp/B00429KMH6?niid=nl_cl_lst_a_2_5&nrid=PRYXXT9CVV4G7NHD3DW7&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=4d08482132808aa1ae74d677c6d4be88&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_033,View on Amazon,B0892H4PBV,https://www.amazon.com/dp/B0892H4PBV?niid=nl_cl_lst_a_1_1&nrid=668PTFCSN7E2YN9FCFR1&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=8cd10c4263574971110a8833701e149b&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_034,View on Amazon,B084LL4MNV,https://www.amazon.com/dp/B084LL4MNV?niid=nl_cl_lst_a_1_2&nrid=668PTFCSN7E2YN9FCFR1&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=e18172d3afb11a91c02e8ac695afaaa3&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_035,View on Amazon,B0CBK8SY98,https://www.amazon.com/dp/B0CBK8SY98?niid=nl_cl_lst_a_1_3&nrid=668PTFCSN7E2YN9FCFR1&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=41406789005e6fcb86893e7d96ff8811&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_036,View on Amazon,0847826694,https://www.amazon.com/dp/0847826694?niid=nl_cl_lst_a_3_1&nrid=668PTFCSN7E2YN9FCFR1&linkCode=ll2&tag=elevateliv00e-20&linkId=1af8d8219c5ab22c917a16359f5a8b87&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,0847826694,Tom Ford Hardcover Design Book,https://www.amazon.in/dp/0847826694,EXACT_MATCH,VERIFIED,1
PROD_037,View on Amazon,1419742809,https://www.amazon.com/dp/1419742809?niid=nl_cl_lst_a_3_2&nrid=668PTFCSN7E2YN9FCFR1&linkCode=ll2&tag=elevateliv00e-20&linkId=7eddecbf395ceb9b5a854da6e14322fd&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,1419742809,Live Beautiful - Athena Calderone Hardcover Book,https://www.amazon.in/dp/1419742809,EXACT_MATCH,VERIFIED,1
PROD_038,View on Amazon,0847875733,https://www.amazon.com/dp/0847875733?niid=nl_cl_lst_a_3_3&nrid=668PTFCSN7E2YN9FCFR1&linkCode=ll2&tag=elevateliv00e-20&linkId=199e2126465c2d2c3695ac93290a9554&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,0847875733,Architectural Digest at 100: A Century of Style Hardcover Book,https://www.amazon.in/dp/0847875733,EXACT_MATCH,VERIFIED,1
PROD_039,View on Amazon,B0FFLJJLH3,https://www.amazon.com/dp/B0FFLJJLH3?niid=nl_cl_lst_a_1_1&nrid=DXKTB5D374GWQ5VH9984&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=cf542555ae6b54a6790ee9ddef1bc5d8&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_040,View on Amazon,B0DS7T4JJZ,https://www.amazon.com/dp/B0DS7T4JJZ?niid=nl_cl_lst_a_1_2&nrid=DXKTB5D374GWQ5VH9984&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=4e7ae9f7d9deafddb724566694d8cdad&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_041,View on Amazon,B0CX62JZT9,https://www.amazon.com/dp/B0CX62JZT9?niid=nl_cl_lst_a_1_3&nrid=DXKTB5D374GWQ5VH9984&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=2e5d85a394a3598c0641d426f510198e&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_042,View on Amazon,B07ZVKBJJX,https://www.amazon.com/dp/B07ZVKBJJX?niid=nl_cl_lst_a_2_3&nrid=DXKTB5D374GWQ5VH9984&linkCode=ll2&tag=elevateliv00e-20&linkId=180c65a1dd9a7cd73d5e43e8efe536fa&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_043,View on Amazon,B084MP8YPD,https://www.amazon.com/dp/B084MP8YPD?niid=nl_cl_lst_a_2_1&nrid=DXKTB5D374GWQ5VH9984&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=7789ae4b8b6daf45e98d30742fa535fd&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_044,View on Amazon,B0FVM1Q1H7,https://www.amazon.com/dp/B0FVM1Q1H7?niid=nl_cl_lst_a_2_2&nrid=DXKTB5D374GWQ5VH9984&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=c951826052650d826b43b880ddd9c4a1&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_045,View on Amazon,B0DJTLLX4B,https://www.amazon.com/dp/B0DJTLLX4B?niid=nl_cl_lst_a_2_1&nrid=W83CP0GR6WWKBQTE6F4P&linkCode=ll2&tag=elevateliv00e-20&linkId=6a938f19c0599919a6a06515d3726ec2&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_046,View on Amazon,B0F74BBZCV,https://www.amazon.com/dp/B0F74BBZCV?niid=nl_cl_lst_a_2_2&nrid=W83CP0GR6WWKBQTE6F4P&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=a837e3fb1348c5c2034fa0eb7eecc32d&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_047,View on Amazon,B0D3HH27MW,https://www.amazon.com/dp/B0D3HH27MW?niid=nl_cl_lst_a_2_3&nrid=W83CP0GR6WWKBQTE6F4P&th=1&linkCode=ll2&tag=elevateliv00e-20&linkId=adb13a4ce2cd0412b03a1cc5e4464dee&language=en_US&ref_=as_li_ss_tl,how-to-style-a-round-coffee-table-like-a-designer-2026.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
PROD_048,Shop Irregular Mirror on Amazon →,B0CP2FGLZY,https://www.amazon.com/dp/B0CP2FGLZY?tag=elevateliv00e-20,small-living-room-decor-ideas.html,PENDING,PENDING_MANUAL_REVIEW,UNVERIFIED,NEEDS_MANUAL_REVIEW,PENDING_REVIEW,1
